"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"남가좌데이케어센터","G3406","(노인) 재가노인복지시설","재가노인복지시설","자치구","남석진","1141000000","서대문구","서울특별시 서대문구 명지대길 103 1층 (남가좌동)"
"고운케어재가복지센터","G3430","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은주","1159000000","동작구","서울특별시 동작구 보라매로 106 3층 (신대방동)"
"엔젤리아데이케어센터","G3442","(노인) 재가노인복지시설","재가노인복지시설","자치구","이해진","1150000000","강서구","서울특별시 강서구 공항대로41길 34-0 (등촌동)34 203호 (등촌동)"
"구립용마데이케어센터","G3446","(노인) 재가노인복지시설","재가노인복지시설","자치구","박진효","1126000000","중랑구","서울특별시 중랑구 용마산로94길 98-0 (면목동)98 (면목동)"
"(주)성동돌봄센터","G3450","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍완식","1120000000","성동구","서울특별시 성동구 뚝섬로1길 56 501호 (성수동1가)"
"역삼사랑데이케어센터","G3475","(노인) 재가노인복지시설","재가노인복지시설","자치구","김지해","1168000000","강남구","서울특별시 강남구 논현로72길 16 (역삼동)"
"장수재가복지센터","G3535","(노인) 재가노인복지시설","재가노인복지시설","자치구","장미영","1141000000","서대문구","서울특별시 서대문구 응암로 145 2층 (북가좌동)"
"백산데이케어센터","G3541","(노인) 재가노인복지시설","재가노인복지시설","자치구","전윤서","1141000000","서대문구","서울특별시 서대문구 모래내로 285 4층 (홍은동 현대빌딩)"
"동행데이케어센터도봉점","G3544","(노인) 재가노인복지시설","재가노인복지시설","자치구","최영혜","1132000000","도봉구","서울특별시 도봉구 도봉로 569-0 (쌍문동)569 3층 (쌍문동)"
"'강북햇살데이케어센터'","G3545","(노인) 재가노인복지시설","재가노인복지시설","자치구","이선분","1130500000","강북구","서울특별시 강북구 삼양로 438 (수유동 한일빌딩 2층)"
"우리들주야간보호센터","G3564","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은경","1153000000","구로구","서울특별시 구로구 고척로 228-6 5층 (고척동)"
"구로 휴 인지재활 데이케어센터","G3667","(노인) 재가노인복지시설","재가노인복지시설","자치구","김승구","1153000000","구로구","서울특별시 구로구 중앙로 95층 (고척동)(고척동)"
"동대문노인종합복지관 부설구립동안데이케어센터","G3684","(노인) 재가노인복지시설","재가노인복지시설","자치구","송은선","1123000000","동대문구","서울특별시 동대문구 황물로 30 1~2층 (답십리동)"
"금천호암노인복지센터","G3688","(노인) 재가노인복지시설","재가노인복지시설","자치구","권태록","1154500000","금천구","서울특별시 금천구 독산로72길 86-5 (독산동)"
"구세군홍제데이케어센터","G3692","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤희천","1141000000","서대문구","서울특별시 서대문구 홍은중앙로 113 3층 (홍은동 홍은빌딩)"
"구립중림어르신데이케어센터","G3709","(노인) 재가노인복지시설","재가노인복지시설","자치구","백선희","1114000000","중구","서울특별시 중구 서소문로6길 16 4층 (중림동)"
"굿모닝데이케어센터 굿모닝재가복지센터","G3719","(노인) 재가노인복지시설","재가노인복지시설","자치구","김효숙","1147000000","양천구","서울특별시 양천구 공항대로 594 2층 (목동)"
"한마음실버빌 노인복지센터","G3725","(노인) 재가노인복지시설","재가노인복지시설","자치구","조훈원","1168000000","강남구","서울특별시 강남구 논현로12길 19-4 2~3층 (개포동)"
"경동효림단기보호센터","G3782","(노인) 재가노인복지시설","재가노인복지시설","자치구","이서주","1123000000","동대문구","서울특별시 동대문구 고산자로 476 4층 (제기동)"
"사랑드림주야간보호센터","G3848","(노인) 재가노인복지시설","재가노인복지시설","자치구","이옥란","1171000000","송파구","서울특별시 송파구 백제고분로 469 3 4층 (방이동 가응빌딩)"
"(주)가족 건강돌봄센터","G3874","(노인) 재가노인복지시설","재가노인복지시설","자치구","민영준","1126000000","중랑구","서울특별시 중랑구 망우로 217 2층 (중화동)"
"늘봄노인주야간보호센터","G3878","(노인) 재가노인복지시설","재가노인복지시설","자치구","신욱","1171000000","송파구","서울특별시 송파구 마천로 264 5층 (거여동 흥일빌딩)"
"늘봄재가노인복지센터","G3887","(노인) 재가노인복지시설","재가노인복지시설","자치구","천민경","1126000000","중랑구","서울특별시 중랑구 겸재로 204 2층 (면목동)"
"구립대림1동데이케어센터","G3898","(노인) 재가노인복지시설","재가노인복지시설","자치구","조성제","1156000000","영등포구","서울특별시 영등포구 디지털로 4412층 (대림동)"
"구립신길5동데이케어센터","G3899","(노인) 재가노인복지시설","재가노인복지시설","자치구","김병성","1156000000","영등포구","서울특별시 영등포구 도림로80길 6 2층~3층(신길동)"
"서울데이케어센터","G3915","(노인) 재가노인복지시설","재가노인복지시설","자치구","이옥자","1123000000","동대문구","서울특별시 동대문구 신이문로 27 7~8층 (이문동)"
"응암데이케어","G3922","(노인) 재가노인복지시설","재가노인복지시설","자치구","남진경","1138000000","은평구","서울특별시 은평구 백련산로 133 6층 (응암동)"
"우리실버홈케어복지센터","G3947","(노인) 재가노인복지시설","재가노인복지시설","자치구","안은영","1147000000","양천구","서울특별시 양천구 신정중앙로 52 3층 307호 (신정동)"
"(A )한성노인복지센터","G3969","(노인) 재가노인복지시설","재가노인복지시설","자치구","김홍순","1126000000","중랑구","서울특별시 중랑구 봉화산로 101 (중화동)"
"숲데이케어센터","G3971","(노인) 재가노인복지시설","재가노인복지시설","자치구","강창구","1159000000","동작구","서울특별시 동작구 상도로68길 1-20 (상도동) 2층 (상도동)"
"아름다운은빛재가노인복지센터","G3973","(노인) 재가노인복지시설","재가노인복지시설","자치구","최옥주","1150000000","강서구","서울특별시 강서구 양천로26길 18 2층 (방화동)"
"벧엘데이케어센터","G4005","(노인) 재가노인복지시설","재가노인복지시설","자치구","박미혜","1162000000","관악구","서울특별시 관악구 문성로 96 45층 (신림동)"
"천세노인복지센터","G4017","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤영자","1153000000","구로구","서울특별시 구로구 경인로55길 21 (구로동)"
"한결재가돌봄센터","G4033","(노인) 재가노인복지시설","재가노인복지시설","자치구","이수현","1132000000","도봉구","서울특별시 도봉구 방학로 200-20 (방학동)200-20 3층 (방학동)"
"마포봄데이케어센터","G4057","(노인) 재가노인복지시설","재가노인복지시설","자치구","이선미","1144000000","마포구","서울특별시 마포구 대흥로 54 5층 501호 (대흥동)"
"장위행복데이케어센터","G4086","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤미선","1129000000","성북구","서울특별시 성북구 화랑로19길 67 1층 (장위동 우송빌딩)"
"연세노인복지센터","G4094","(노인) 재가노인복지시설","재가노인복지시설","자치구","신규식","1129000000","성북구","서울특별시 성북구 북악산로 813 2동 2층 206호 (정릉동 우성상가)"
"서울희망데이케어센터","G4125","(노인) 재가노인복지시설","재가노인복지시설","자치구","양수운","1156000000","영등포구","서울특별시 영등포구 도신로 235 (신길동)"
"구립신내우리데이케어센터","G4140","(노인) 재가노인복지시설","재가노인복지시설","자치구","박미정","1126000000","중랑구","서울특별시 중랑구 망우로65길 20 (신내동)"
"더효재활 데이케어센터","G4141","(노인) 재가노인복지시설","재가노인복지시설","자치구","이재학","1121500000","광진구","서울특별시 광진구 용마산로 37 2층 (중곡동)"
"목동 연세데이케어센터","G4156","(노인) 재가노인복지시설","재가노인복지시설","자치구","나성희","1147000000","양천구","서울특별시 양천구 목동중앙본로3길 10 1층 (목동)"
"백세만세데이케어센터","G4188","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽정아","1121500000","광진구","서울특별시 광진구 광나루로 556 4층 (구의동)"
"해피데이케어센터","G4189","(노인) 재가노인복지시설","재가노인복지시설","자치구","장용석","1138000000","은평구","서울특별시 은평구 진흥로 91-1 45층 (역촌동)"
"노인돌봄센터 엄마를부탁해","G4190","(노인) 재가노인복지시설","재가노인복지시설","자치구","김병일","1174000000","강동구","서울특별시 강동구 양재대로 1319 5층 (성내동)"
"금천희망데이케어센터","G4237","(노인) 재가노인복지시설","재가노인복지시설","자치구","이주순","1154500000","금천구","서울특별시 금천구 금하로 658 23층 (시흥동)"
"(금천)하늘데이케어센터","G4240","(노인) 재가노인복지시설","재가노인복지시설","자치구","염태수","1154500000","금천구","서울특별시 금천구 시흥대로422 2층 (독산동)"
"으뜸어르신주야간보호센터","G4256","(노인) 재가노인복지시설","재가노인복지시설","자치구","송윤미","1153000000","구로구","서울특별시 구로구 새말로 52 3층 (구로동)"
"행복 데이케어센터","G4271","(노인) 재가노인복지시설","재가노인복지시설","자치구","장혁재","1174000000","강동구","서울특별시 강동구 올림픽로98길 30 3층 (암사동)"
"중랑구재가노인복지센터","G4277","(노인) 재가노인복지시설","재가노인복지시설","자치구","신평섭","1126000000","중랑구","서울특별시 중랑구 면목로 352 3층 (면목동)"
"성산100세 실버케어센터","G4292","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성태","1141000000","서대문구","서울특별시 서대문구 증가로 55 (연희동)"
"관악난향데이케어센터","G4308","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정순","1162000000","관악구","서울특별시 관악구 난곡로 42 2층 (신림동)"
"북서울데이케어센터","G4345","(노인) 재가노인복지시설","재가노인복지시설","자치구","황명혜","1132000000","도봉구","서울특별시 도봉구 도봉로 523 23층 (쌍문동)"
"구립갈월데이케어센터","G4371","(노인) 재가노인복지시설","재가노인복지시설","자치구","이형훈","1117000000","용산구","서울특별시 용산구 두텁바위로 25 3층 (갈월동 갈월종합사회복지관)"
"정든단기보호센터","G4422","(노인) 재가노인복지시설","재가노인복지시설","자치구","유희연","1123000000","동대문구","서울특별시 동대문구 제기로 72 4층 (제기동)"
"효림주야간보호센터","G4438","(노인) 재가노인복지시설","재가노인복지시설","자치구","박혜진","1123000000","동대문구","서울특별시 동대문구 고산자로 476 3층 (제기동)"
"한마음데이케어센터","G4518","(노인) 재가노인복지시설","재가노인복지시설","자치구","김진희","1168000000","강남구","서울특별시 강남구 논현로12길 19-4 2~3층 (개포동)"
"청춘시대 재활복지센터","G4528","(노인) 재가노인복지시설","재가노인복지시설","자치구","최수영","1126000000","중랑구","서울특별시 중랑구 용마산로125가길 47 23층 (신내동)"
"엠더블유 요양원 병설 주야간보호센터","G4530","(노인) 재가노인복지시설","재가노인복지시설","자치구","장유진","1111000000","종로구","서울특별시 종로구 율곡로17길 7-38 5층 (이화동)"
"강동어르신돌봄지원센터","G4551","(노인) 재가노인복지시설","재가노인복지시설","자치구","이규열","1174000000","강동구","서울특별시 강동구 구천면로62길 191층 (천호동)"
"동광노인복지센터","G4629","(노인) 재가노인복지시설","재가노인복지시설","자치구","김옥자","1159000000","동작구","서울특별시 동작구 성대로1가길 12 (상도동)"
"효도로 100세대학(데이케어센터)","G4641","(노인) 재가노인복지시설","재가노인복지시설","자치구","전숙영","1153000000","구로구","서울특별시 구로구 경인로43길 22 2층 (고척동)"
"평강마을 데이케어센터","G4646","(노인) 재가노인복지시설","재가노인복지시설","자치구","전동식","1121500000","광진구","서울특별시 광진구 자양번영로4길 13 3층 (자양동)"
"관악희망데이케어센터","G4655","(노인) 재가노인복지시설","재가노인복지시설","자치구","황인선","1162000000","관악구","서울특별시 관악구 봉천로 391 5층 (봉천동)"
"하늘빛데이케어센터","G4658","(노인) 재가노인복지시설","재가노인복지시설","자치구","황인원","1162000000","관악구","서울특별시 관악구 쑥고개로 100 4층 401.402호 (봉천동 생모리츠타운)"
"(주)실버웨이 복지법인 도봉노인복지센터","G4670","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍진기","1132000000","도봉구","서울특별시 도봉구 도당로13길16 5층 (방학동)"
"성주데이케어센터","G4675","(노인) 재가노인복지시설","재가노인복지시설","자치구","정미란","1147000000","양천구","서울특별시 양천구 월정로14545층 (신월동 삼보빌딩)"
"가가호호데이케어센터","G4679","(노인) 재가노인복지시설","재가노인복지시설","자치구","김철용","1147000000","양천구","서울특별시 양천구 월정로 39 2층 (신월동)"
"상암데이케어센터","G4680","(노인) 재가노인복지시설","재가노인복지시설","자치구","장재도","1144000000","마포구","서울특별시 마포구 월드컵로42길 2 2층 (상암동)"
"에이스종합복지센터","G4685","(노인) 재가노인복지시설","재가노인복지시설","자치구","원미희","1138000000","은평구","서울특별시 은평구 통일로65길 26 45층 (대조동)"
"더봄데이케어센터","G4693","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정근","1141000000","서대문구","서울특별시 서대문구 응암로16 2층 (북가좌동)"
"바른데이케어센터","G4702","(노인) 재가노인복지시설","재가노인복지시설","자치구","정용택","1129000000","성북구","서울특별시 성북구 보문로40길 11 4층 (동소문동5가)"
"효드림주야간보호센터","G4705","(노인) 재가노인복지시설","재가노인복지시설","자치구","오병선","1162000000","관악구","서울특별시 관악구 관악로 111 3층 (봉천동)"
"구립모랫말데이케어센터","G4715","(노인) 재가노인복지시설","재가노인복지시설","자치구","차보경","1156000000","영등포구","서울특별시 영등포구 도영로 41 (도림동)"
"'품앗이노인복지센터'","G4733","(노인) 재가노인복지시설","재가노인복지시설","자치구","이현정","1162000000","관악구","서울특별시 관악구 참숯길 9 1층 (봉천동)"
"사랑나눔재가복지센터","G4734","(노인) 재가노인복지시설","재가노인복지시설","자치구","양효석","1126000000","중랑구","서울특별시 중랑구 동일로806  3층 (중화동)"
"우리노인복지센터","G4735","(노인) 재가노인복지시설","재가노인복지시설","자치구","최미정","1159000000","동작구","서울특별시 동작구 남부순환로 2053 (사당동)"
"개포데이케어센터","G4755","(노인) 재가노인복지시설","재가노인복지시설","자치구","유석진","1168000000","강남구","서울특별시 강남구 삼성로 38 504~506호 (개포동 개포빌딩)"
"효순데이케어센터","G4784","(노인) 재가노인복지시설","재가노인복지시설","자치구","신남희","1174000000","강동구","서울특별시 강동구 천호대로 1196 2층 (둔촌동 도성빌딩)"
"강서중앙데이케어센터","G4834","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍종태","1150000000","강서구","서울특별시 강서구 양천로 132 12층 (방화동 한림리첸빌)"
"구로미가데이케어센터","G4840","(노인) 재가노인복지시설","재가노인복지시설","자치구","김혜숙","1153000000","구로구","서울특별시 구로구 천왕로32 67층 605701호 (천왕동 에이스프라자)"
"물빛데이케어센터","G4868","(노인) 재가노인복지시설","재가노인복지시설","자치구","서수련","1138000000","은평구","서울특별시 은평구 수색로256 2층 (수색동)"
"풍납데이케어센터","G4874","(노인) 재가노인복지시설","재가노인복지시설","자치구","유지민","1171000000","송파구","서울특별시 송파구 강동대로3길 5 (풍납동)"
"서울송담데이케어센터","G4912","(노인) 재가노인복지시설","재가노인복지시설","자치구","정영숙","1135000000","노원구","서울특별시 노원구 상계로27길 12 501호 (상계동 경인빌딩)"
"조은노인복지센터","G4930","(노인) 재가노인복지시설","재가노인복지시설","자치구","김광명","1130500000","강북구","서울특별시 강북구 삼양로 237 2층 (미아동)"
"오손도손복지센터","G4947","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영신","1132000000","도봉구","서울특별시 도봉구 해등로16길 106 3층 (창동)"
"상봉사랑채요양원단기보호","G4961","(노인) 재가노인복지시설","재가노인복지시설","자치구","고재희","1126000000","중랑구","서울특별시 중랑구 면목로 220 2층 (면목동)"
"강서데이케어센터","G4964","(노인) 재가노인복지시설","재가노인복지시설","자치구","조미숙","1150000000","강서구","서울특별시 강서구 화곡로 225 27층 (화곡동)"
"국민주야간복지센터","G4992","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍성관","1147000000","양천구","서울특별시 양천구 목동로 234 6층 (목동 경원빌딩)"
"에이원데이케어센터","G4996","(노인) 재가노인복지시설","재가노인복지시설","자치구","최선택","1147000000","양천구","서울특별시 양천구 중앙로 312 1층 (신정동)"
"희망재가장기요양기관","G5028","(노인) 재가노인복지시설","재가노인복지시설","자치구","신은섭","1126000000","중랑구","서울특별시 중랑구 면목로58길 18 (면목동)"
"고수련노인복지센터","G5036","(노인) 재가노인복지시설","재가노인복지시설","자치구","도은숙","1135000000","노원구","서울특별시 노원구 상계로27길 32 5층 (상계동 대명빌딩)"
"늘봄데이케어센터","G5050","(노인) 재가노인복지시설","재가노인복지시설","자치구","문덕흥","1135000000","노원구","서울특별시 노원구 한글비석로47길 58 2층 (상계동 우림빌딩)"
"KB골든라이프케어 위례케어센터","G5085","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽혜련","1171000000","송파구","서울특별시 송파구 위례광장로 220 1층 (장지동)"
"창동자운데이케어센터","G5087","(노인) 재가노인복지시설","재가노인복지시설","자치구","하숙경","1132000000","도봉구","서울특별시 도봉구 마들로13길 165 4층 (창동)"
"(협)사랑방데이케어센터","G5106","(노인) 재가노인복지시설","재가노인복지시설","자치구","김재환","1147000000","양천구","서울특별시 양천구 가로공원로146 2층 (신월동 정용빌딩)"
"참사랑실버재활주간보호센터","G5110","(노인) 재가노인복지시설","재가노인복지시설","자치구","채성준","1123000000","동대문구","서울특별시 동대문구 장한로23길 21 2층 (장안동)"
"창조복지재가센터","G5132","(노인) 재가노인복지시설","재가노인복지시설","자치구","소혜진","1130500000","강북구","서울특별시 강북구 노해로 902층 206호 (수유동)(수유동)"
"하사랑노인요양복지센터","G5139","(노인) 재가노인복지시설","재가노인복지시설","자치구","박무중","1147000000","양천구","서울특별시 양천구 목동중앙북로8나길 14 102호 (목동)"
"늘봄데이케어센터","G5156","(노인) 재가노인복지시설","재가노인복지시설","자치구","황택","1147000000","양천구","서울특별시 양천구 목동중앙남로3길42 (목동 지하1층지상1층지상2층)"
"엔젤노인재가복지센터","G5163","(노인) 재가노인복지시설","재가노인복지시설","자치구","신영숙","1126000000","중랑구","서울특별시 중랑구 사가정로42길 63 1층 (면목동)"
"누리 봄 방문간호요양센터","G5165","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태진","1126000000","중랑구","서울특별시 중랑구 겸재로54길 55 1층(면목동)"
"은평사랑데이케어센터","G5168","(노인) 재가노인복지시설","재가노인복지시설","자치구","이영순","1138000000","은평구","서울특별시 은평구 은평로 185 B동 4층 (녹번동)"
"문화촌데이케어센터","G5171","(노인) 재가노인복지시설","재가노인복지시설","자치구","임경복","1141000000","서대문구","서울특별시 서대문구 세검정로 95 2층 3층 (홍제동)"
"가족사랑 데이케어","G5173","(노인) 재가노인복지시설","재가노인복지시설","자치구","박종수","1126000000","중랑구","서울특별시 중랑구 망우로 244 5층 (상봉동 덕화빌딩)"
"DMC실버케어","G5178","(노인) 재가노인복지시설","재가노인복지시설","자치구","강윤석","1141000000","서대문구","서울특별시 서대문구 응암로 76 4층 (북가좌동)"
"마주봄노인복지센터","G5200","(노인) 재가노인복지시설","재가노인복지시설","자치구","김은경","1114000000","중구","서울특별시 중구 필동로8가길 56 2층 202 203호 (예장동)"
"강북희망데이케어센터","G5204","(노인) 재가노인복지시설","재가노인복지시설","자치구","유형옥","1130500000","강북구","서울특별시 강북구 삼양로 412 2층 (수유동)"
"한샘실버케어센터","G5206","(노인) 재가노인복지시설","재가노인복지시설","자치구","김택수","1135000000","노원구","서울특별시 노원구 한글비석로264 506호 (중계동 그랜드프라자)"
"늘푸른데이케어센터","G5224","(노인) 재가노인복지시설","재가노인복지시설","자치구","강기운","1135000000","노원구","서울특별시 노원구 공릉로43길 18 2층 (공릉동)"
"해피데이케어센터 은평","G5227","(노인) 재가노인복지시설","재가노인복지시설","자치구","이희재","1138000000","은평구","서울특별시 은평구 진흥로 77 45층 (역촌동)"
"화곡주야간재가복지센터","G5306","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미관","1150000000","강서구","서울특별시 강서구 까치산로 75 4층 (화곡동 호왕빌딩)"
"88재활데이케어센터","G5318","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현승","1135000000","노원구","서울특별시 노원구 상계로27길 12 401 402 503호 (상계동)"
"감동드림데이케어센터","G5323","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성용","1154500000","금천구","서울특별시 금천구 금하로 720 5층 (시흥동 에벤에셀프라자)"
"가가호호 데이케어센터","G5341","(노인) 재가노인복지시설","재가노인복지시설","자치구","유길상","1162000000","관악구","서울특별시 관악구 은천로 25 5층 (봉천동 정암빌딩)"
"서울재가복지센터","G5342","(노인) 재가노인복지시설","재가노인복지시설","자치구","이혁","1114000000","중구","서울특별시 중구 중림로 51-2 2층 (중림동)"
"A 효담라이프케어 송파주야간보호센터","G5353","(노인) 재가노인복지시설","재가노인복지시설","자치구","이병옥","1171000000","송파구","서울특별시 송파구 송이로32길 18 3층 (문정동 에코타워)"
"예담주야간보호센터","G5390","(노인) 재가노인복지시설","재가노인복지시설","자치구","고혜연","1123000000","동대문구","서울특별시 동대문구 장한로27길 29 301호 (장안동)"
"효심재가요양센터","G5438","(노인) 재가노인복지시설","재가노인복지시설","자치구","황영옥","1174000000","강동구","서울특별시 강동구 성안로 61 4층 (성내동 토성빌딩)"
"(주)롱라이프그린케어 선사노인복지센터","G5441","(노인) 재가노인복지시설","재가노인복지시설","자치구","김광숙","1174000000","강동구","서울특별시 강동구 고덕로40 2~3층 (암사동)"
"사랑나눔 주야간보호센터","G5462","(노인) 재가노인복지시설","재가노인복지시설","자치구","이권학","1126000000","중랑구","서울특별시 중랑구 용마산로 297-3 (면목동)"
"잠실힐링데이케어","G5481","(노인) 재가노인복지시설","재가노인복지시설","자치구","권현주","1171000000","송파구","서울특별시 송파구 백제고분로 187 2 3층 (잠실동 파크인-수)"
"재단법인 서울특별시 사회서비스원(은평종합재가센터)","G5501","(노인) 재가노인복지시설","재가노인복지시설","자치구","장진숙","1138000000","은평구","서울특별시 은평구 진흥로77 3층 (역촌동)"
"하나재가복지센터","G5505","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미아","1147000000","양천구","서울특별시 양천구 목동남로 64-1 2층 (신정동)"
"강서목동재가복지센터","G5510","(노인) 재가노인복지시설","재가노인복지시설","자치구","김상림","1147000000","양천구","서울특별시 양천구 국회대로 252 4층 408호 (신정동)"
"봄날재가복지센터","G5528","(노인) 재가노인복지시설","재가노인복지시설","자치구","허혜선","1147000000","양천구","서울특별시 양천구 오목로114 1층 (신월동)"
"미소지움단기보호센터","G5532","(노인) 재가노인복지시설","재가노인복지시설","자치구","박현정","1123000000","동대문구","서울특별시 동대문구 한천로37길 19 3층 (답십리동 창승빌딩)"
"가족사랑복지센터","G5533","(노인) 재가노인복지시설","재가노인복지시설","자치구","임정자","1150000000","강서구","서울특별시 강서구 곰달래로 137-1 4층 (화곡동)"
"가나안은혜복지센터","G5545","(노인) 재가노인복지시설","재가노인복지시설","자치구","김보람","1147000000","양천구","서울특별시 양천구 신목로6길11 1층 (신정동)"
"두드림 데이케어센터","G5558","(노인) 재가노인복지시설","재가노인복지시설","자치구","김나영","1162000000","관악구","서울특별시 관악구 관악로 287 307308호 (봉천동 성현동아@상가)"
"사랑모아데이케어센터","G5582","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정숙","1150000000","강서구","서울특별시 강서구 강서로52길 50 2층 (내발산동)"
"다인재가노인복지센터","G5601","(노인) 재가노인복지시설","재가노인복지시설","자치구","박은주","1126000000","중랑구","서울특별시 중랑구 사가정로 383 2층 (면목동)"
"양천노인복지센터","G5609","(노인) 재가노인복지시설","재가노인복지시설","자치구","김승용","1147000000","양천구","서울특별시 양천구 목동중앙서로 30 3층 302호 (목동)"
"느티나무데이케어센터","G5629","(노인) 재가노인복지시설","재가노인복지시설","자치구","이학범","1123000000","동대문구","서울특별시 동대문구 약령중앙로8길 10 2-3층 (제기동)"
"우리데이케어센터","G5632","(노인) 재가노인복지시설","재가노인복지시설","자치구","박도연","1154500000","금천구","서울특별시 금천구 시흥대로 426 6층 (독산동)"
"나무 주간보호센터","G5633","(노인) 재가노인복지시설","재가노인복지시설","자치구","고유성","1135000000","노원구","서울특별시 노원구 화랑로 463 2층 (공릉동)"
"인연방문요양센터","G5648","(노인) 재가노인복지시설","재가노인복지시설","자치구","김인숙","1138000000","은평구","서울특별시 은평구 진흥로1길 38-20 (역촌동)"
"은평푸른성재가복지센터","G5649","(노인) 재가노인복지시설","재가노인복지시설","자치구","노석자","1138000000","은평구","서울특별시 은평구 연서로22길 5-4 (대조동)"
"서울시사회서비스원 강서종합재가센터","G5697","(노인) 재가노인복지시설","재가노인복지시설","자치구","성권영","1150000000","강서구","서울특별시 강서구 공항대로 325 3층 (등촌동 에이스빌딩)"
"행복114 재가노인복지센터","G5703","(노인) 재가노인복지시설","재가노인복지시설","자치구","마명숙","1159000000","동작구","서울특별시 동작구 동작대로 163 4층 402-2호 (사당동)"
"동행재가복지센터","G5708","(노인) 재가노인복지시설","재가노인복지시설","자치구","서주영","1138000000","은평구","서울특별시 은평구 서오릉로15길 5 103호 (구산동)"
"마음다함 어르신돌봄센터 독산점","G5788","(노인) 재가노인복지시설","재가노인복지시설","자치구","김유경","1154500000","금천구","서울특별시 금천구 벚꽃로6길21 3층 (독산동 예일빌딩)"
"e편한재가복지센터","G5799","(노인) 재가노인복지시설","재가노인복지시설","자치구","한영조","1135000000","노원구","서울특별시 노원구 상계로23다길 4B1호 (상계동)(상계동)"
"장안데이케어센터","G5802","(노인) 재가노인복지시설","재가노인복지시설","자치구","박형미","1123000000","동대문구","서울특별시 동대문구 장한로 51 2층 (장안동 성안빌딩)"
"경희재가복지센터","G5842","(노인) 재가노인복지시설","재가노인복지시설","자치구","우경희","1132000000","도봉구","서울특별시 도봉구 우이천로34길 9 1층 (쌍문동)"
"연세재활재가복지센터","G5867","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍보균","1132000000","도봉구","서울특별시 도봉구 노해로69길 15-15 411호 (창동)"
"더푸른데이케어센터","G5895","(노인) 재가노인복지시설","재가노인복지시설","자치구","김승희","1121500000","광진구","서울특별시 광진구 뚝섬로56길 40 3 4 5층 (자양동)"
"구립온수데이케어센터","G5940","(노인) 재가노인복지시설","재가노인복지시설","자치구","김명조","1153000000","구로구","서울특별시 구로구 부일로9길 111 4층 (온수동)"
"9학년데이케어센터(재활)","G5959","(노인) 재가노인복지시설","재가노인복지시설","자치구","이상준","1174000000","강동구","서울특별시 강동구 구천면로 304 3층 (천호동 일주빌딩)"
"에덴재가복지센터","G6002","(노인) 재가노인복지시설","재가노인복지시설","자치구","최석자","1132000000","도봉구","서울특별시 도봉구 도당로 37 2층 202호 (방학동 삼익세라믹아파트 상가)"
"중계재가복지센터","G6018","(노인) 재가노인복지시설","재가노인복지시설","자치구","주은하","1135000000","노원구","서울특별시 노원구 중계로 90 209호 (중계동 우암타운)"
"동작어르신돌봄센터","G6048","(노인) 재가노인복지시설","재가노인복지시설","자치구","황보희","1159000000","동작구","서울특별시 동작구 장승배기로19길 29-11 (노량진동)"
"군자 연세데이케어센터","G6052","(노인) 재가노인복지시설","재가노인복지시설","자치구","현진우","1121500000","광진구","서울특별시 광진구 군자로 108 4층 (군자동) 4층 401호"
"늘푸른주야간보호센터","G6065","(노인) 재가노인복지시설","재가노인복지시설","자치구","남정애","1150000000","강서구","서울특별시 강서구 수명로 80 6~7층 (내발산동)"
"구로제일데이케어센터사랑점","G6101","(노인) 재가노인복지시설","재가노인복지시설","자치구","김원옥","1153000000","구로구","서울특별시 구로구 가마산로265 2층 (구로동 한솔로이젠트)"
"하모니 요양센터","G6119","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영숙","1132000000","도봉구","서울특별시 도봉구 도당로13길 41 2층 (방학동)"
"고구려복지센터","G6149","(노인) 재가노인복지시설","재가노인복지시설","자치구","이은일","1129000000","성북구","서울특별시 성북구 한천로 598 4층 (석관동 세진빌딩)"
"행복케어","G6199","(노인) 재가노인복지시설","재가노인복지시설","자치구","김진영","1171000000","송파구","서울특별시 송파구 거마로 61 5층 (마천동)"
